Order Date,Ship Date,Division,Region,Product Name,Sales,Units,Gross Profit,Cost,Gross Margin %,Profit Per Unit,Revenue Contribution %,Profit Contribution %,Product Category,Margin Risk,Month
2024-01-16,2026-07-11,Chocolate,Atlantic,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-01
2024-01-18,2026-07-14,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,13.96,4,9.96,4.0,71.34670487106017,2.49,0.009845988567227402,0.010658927172559044,High Sales High Profit,Safe,2024-01
2024-01-19,2026-07-13,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-01
2024-01-19,2026-07-13,Chocolate,Pacific,Wonka Bar - Fudge Mallows,36.0,10,24.0,12.0,66.66666666666666,2.4,0.025390801462764068,0.02568416186158805,High Sales High Profit,Safe,2024-01
2024-01-19,2026-07-13,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-01
2024-01-19,2026-07-13,Chocolate,Pacific,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,0.010156320585105629,0.010273664744635222,High Sales High Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,0.009168900528220359,0.009032263587991798,High Sales Low Margin,Safe,2024-01
2024-01-20,2026-07-18,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Fudge Mallows,14.4,4,9.6,4.8,66.66666666666666,2.4,0.010156320585105629,0.010273664744635222,High Sales High Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,26.25,7,17.15,9.1,65.33333333333333,2.4499999999999997,0.0185141260665988,0.018353473996926464,High Sales Low Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Milk Chocolate,16.25,5,10.55,5.7,64.92307692307693,2.1100000000000003,0.011461125660275448,0.01129032948498975,High Sales Low Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,3.49,1,2.49,1.0,71.34670487106017,2.49,0.0024614971418068505,0.002664731793139761,Low Sales High Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-01
2024-01-20,2026-07-18,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2.4,0.002539080146276407,0.0025684161861588054,Low Sales High Margin,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Interior,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-01
2024-01-20,2026-07-19,Chocolate,Gulf,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2.4,0.01777356102393485,0.01797891330311164,High Sales High Profit,Safe,2024-01
2024-01-21,2026-07-16,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-01
2024-01-21,2026-07-17,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2.4,0.012695400731382034,0.012842080930794026,High Sales High Profit,Safe,2024-01
2024-01-21,2026-07-17,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2.11,0.0022922251320550897,0.0022580658969979495,Low Sales Low Profit,Safe,2024-01
2024-01-21,2026-07-17,Chocolate,Atlantic,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-01
2024-01-21,2026-07-17,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,3.6,1,2.4,1.2,66.66666666666666,2.4,0.002539080146276407,0.0025684161861588054,Low Sales High Margin,Safe,2024-01
2024-01-21,2026-07-17,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,32.5,10,21.1,11.4,64.92307692307693,2.1100000000000003,0.022922251320550896,0.0225806589699795,High Sales Low Margin,Safe,2024-01
2024-01-23,2026-07-20,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-01
2024-01-23,2026-07-21,Chocolate,Pacific,Wonka Bar - Fudge Mallows,21.6,6,14.4,7.2,66.66666666666666,2.4,0.015234480877658444,0.015410497116952833,High Sales High Profit,Safe,2024-01
2024-01-26,2026-07-22,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-01
2024-01-26,2026-07-22,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Milk Chocolate,26.0,8,16.88,9.12,64.92307692307692,2.11,0.018337801056440717,0.018064527175983596,High Sales Low Margin,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-01
2024-01-26,2026-07-24,Chocolate,Gulf,Wonka Bar - Milk Chocolate,42.25,13,27.43,14.82,64.92307692307693,2.11,0.02979892671671617,0.02935485666097335,High Sales Low Margin,Safe,2024-01
2024-01-27,2026-07-26,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-01
2024-01-27,2026-07-26,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,0.010579500609485029,0.010487699426815123,High Sales Low Margin,Safe,2024-01
2024-01-27,2026-07-26,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,3.6,1,2.5,1.1,69.44444444444444,2.5,0.002539080146276407,0.0026754335272487556,Low Sales High Margin,Safe,2024-01
2024-01-28,2026-07-27,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2.11,0.0022922251320550897,0.0022580658969979495,Low Sales Low Profit,Safe,2024-01
2024-01-30,2026-07-28,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2.49,0.004922994283613701,0.005329463586279522,Low Sales High Margin,Safe,2024-01
2024-01-30,2026-07-28,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2.49,0.004922994283613701,0.005329463586279522,Low Sales High Margin,Safe,2024-01
2024-01-31,2026-07-26,Chocolate,Pacific,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-01
2024-02-01,2026-07-27,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,21.6,6,15.0,6.6,69.44444444444444,2.5,0.015234480877658444,0.016052601163492535,High Sales High Profit,Safe,2024-02
2024-02-02,2026-08-02,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-02
2024-02-02,2026-07-30,Chocolate,Pacific,Wonka Bar - Fudge Mallows,18.0,5,12.0,6.0,66.66666666666666,2.4,0.012695400731382034,0.012842080930794026,High Sales High Profit,Safe,2024-02
2024-02-02,2026-08-02,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-02
2024-02-03,2026-07-30,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-02
2024-02-03,2026-07-30,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-02
2024-02-04,2026-08-01,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-02
2024-02-04,2026-08-01,Chocolate,Pacific,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-02
2024-02-04,2026-08-01,Other,Pacific,Kazookles,13.0,4,1.0,12.0,7.6923076923076925,0.25,0.009168900528220359,0.0010701734108995024,High Sales Low Margin,Risk,2024-02
2024-02-06,2026-08-03,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,6.98,2,4.98,2.0,71.34670487106017,2.49,0.004922994283613701,0.005329463586279522,Low Sales High Margin,Safe,2024-02
2024-02-06,2026-08-02,Chocolate,Gulf,Wonka Bar - Triple Dazzle Caramel,15.0,4,9.8,5.2,65.33333333333334,2.45,0.010579500609485029,0.010487699426815123,High Sales Low Margin,Safe,2024-02
2024-02-06,2026-08-02,Chocolate,Gulf,Wonka Bar - Nutty Crunch Surprise,17.45,5,12.45,5.0,71.34670487106017,2.4899999999999998,0.01230748570903425,0.0133236589656988,High Sales High Profit,Safe,2024-02
2024-02-06,2026-08-02,Chocolate,Gulf,Wonka Bar - Milk Chocolate,3.25,1,2.11,1.14,64.92307692307692,2.11,0.0022922251320550897,0.0022580658969979495,Low Sales Low Profit,Safe,2024-02
2024-02-07,2026-08-03,Chocolate,Atlantic,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,0.009168900528220359,0.009032263587991798,High Sales Low Margin,Safe,2024-02
2024-02-07,2026-08-05,Chocolate,Atlantic,Wonka Bar - Fudge Mallows,25.2,7,16.8,8.4,66.66666666666667,2.4,0.01777356102393485,0.01797891330311164,High Sales High Profit,Safe,2024-02
2024-02-08,2026-08-02,Other,Pacific,Wonka Gum,2.5,2,1.3,1.2,52.0,0.65,0.0017632501015808382,0.0013912254341693529,Low Sales Low Profit,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,3.75,1,2.45,1.3,65.33333333333334,2.45,0.002644875152371257,0.0026219248567037807,Low Sales Low Profit,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Gulf,Wonka Bar - Milk Chocolate,19.5,6,12.66,6.84,64.92307692307693,2.11,0.013753350792330539,0.0135483953819877,High Sales Low Margin,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Gulf,Wonka Bar - Milk Chocolate,6.5,2,4.22,2.28,64.92307692307692,2.11,0.004584450264110179,0.004516131793995899,Low Sales Low Profit,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Interior,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,7.5,2,4.9,2.6,65.33333333333334,2.45,0.005289750304742514,0.005243849713407561,Low Sales Low Profit,Safe,2024-02
2024-02-11,2026-08-08,Chocolate,Gulf,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-02
2024-02-12,2026-08-11,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-02
2024-02-14,2026-08-11,Chocolate,Pacific,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-02
2024-02-14,2026-08-12,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-02
2024-02-14,2026-08-11,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-02
2024-02-14,2026-08-11,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-02
2024-02-15,2026-08-12,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,18.0,5,12.5,5.5,69.44444444444444,2.5,0.012695400731382034,0.013377167636243779,High Sales High Profit,Safe,2024-02
2024-02-16,2026-08-14,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-02
2024-02-16,2026-08-14,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,11.25,3,7.35,3.9,65.33333333333333,2.4499999999999997,0.007934625457113773,0.00786577457011134,High Sales Low Margin,Safe,2024-02
2024-02-17,2026-08-17,Chocolate,Interior,Wonka Bar - Milk Chocolate,45.5,14,29.54,15.96,64.92307692307692,2.11,0.03209115184877126,0.031612922557971296,High Sales Low Margin,Safe,2024-02
2024-02-18,2026-08-11,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-02
2024-02-18,2026-08-17,Chocolate,Interior,Wonka Bar - Fudge Mallows,7.2,2,4.8,2.4,66.66666666666666,2.4,0.005078160292552814,0.005136832372317611,Low Sales High Margin,Safe,2024-02
2024-02-20,2026-08-19,Chocolate,Interior,Wonka Bar - Milk Chocolate,13.0,4,8.44,4.56,64.92307692307692,2.11,0.009168900528220359,0.009032263587991798,High Sales Low Margin,Safe,2024-02
2024-02-20,2026-08-17,Chocolate,Pacific,Wonka Bar -Scrumdiddlyumptious,7.2,2,5.0,2.2,69.44444444444444,2.5,0.005078160292552814,0.005350867054497511,Low Sales High Margin,Safe,2024-02
2024-02-20,2026-08-19,Chocolate,Interior,Wonka Bar - Milk Chocolate,9.75,3,6.33,3.42,64.92307692307693,2.11,0.0068766753961652695,0.00677419769099385,Low Sales Low Profit,Safe,2024-02
2024-02-21,2026-08-18,Chocolate,Interior,Wonka Bar - Triple Dazzle Caramel,18.75,5,12.25,6.5,65.33333333333333,2.45,0.013224375761856286,0.013109624283518903,High Sales Low Margin,Safe,2024-02
2024-02-22,2026-08-17,Chocolate,Pacific,Wonka Bar - Nutty Crunch Surprise,10.47,3,7.47,3.0,71.34670487106017,2.4899999999999998,0.007384491425420551,0.007994195379419282,Low Sales High Margin,Safe,2024-02
2024-02-23,2026-08-20,Chocolate,Interior,Wonka Bar -Scrumdiddlyumptious,10.8,3,7.5,3.3,69.44444444444444,2.5,0.007617240438829222,0.008026300581746268,High Sales High Profit,Safe,2024-02
2024-02-23,2026-08-20,Other,Interior,Wonka Gum,3.75,3,1.95,1.8,52.0,0.65,0.002644875152371257,0.0020868381512540294,Low Sales Low Profit,Safe,2024-02
2024-02-24,2026-08-23,Chocolate,Pacific,Wonka Bar - Fudge Mallows,10.8,3,7.2,3.6,66.66666666666666,2.4,0.007617240438829222,0.007705248558476417,High Sales High Profit,Safe,2024-02
